id,merged_title,merged_course_id,category,category_id,required_course1,required_course2,required_course3
729,Microsoft Exchange Server 2016 - 1: Infrastructure,course-v1:Microsoft+CLD208.1x+1T2017,计算机,22,671,817,130
730,Microsoft Exchange Server 2016 - 2: Client Access Services,course-v1:Microsoft+CLD208.2x+1T2017,计算机,22,1113,1116,729
731,Microsoft Exchange Server 2016 - 3: Mailbox Databases,course-v1:Microsoft+CLD208.3x+1T2017,计算机,22,1113,1116,730
732,Microsoft Exchange Server 2016 - 4: Transport Services,course-v1:Microsoft+CLD208.4x+1T2017,计算机,22,1113,1116,731
733,Microsoft Exchange Server 2016 - 5: Hybrid Topologies with Office 365,course-v1:Microsoft+CLD209.1x+1T2017,计算机,22,1113,1116,732
734,Microsoft Professional Capstone : Big Data,course-v1:Microsoft+DAT230x+2T2017,计算机,22,0,0,0
735,Microsoft Professional Capstone : Front End Web Development,course-v1:Microsoft+DEV238x+3T2017,计算机,22,0,0,0
736,Microsoft Professional Orientation : Front End Web Development,course-v1:Microsoft+DEV237x+1T2017,计算机,22,0,0,0
737,Microsoft Professional Program : Big Data Orientation,course-v1:Microsoft+DAT229x+2T2017,计算机,22,734,0,0
738,Microsoft SharePoint 2016: Authentication and Security,course-v1:Microsoft+CLD211.2x+1T2017,计算机,22,671,749,796
739,Microsoft SharePoint 2016: Infrastructure,course-v1:Microsoft+CLD211.1x+1T2017,计算机,22,671,749,796
740,Microsoft SharePoint 2016: Productivity Solutions,course-v1:Microsoft+CLD211.4x+1T2017,计算机,22,671,749,796
741,Microsoft SharePoint 2016: Search and Content Management,course-v1:Microsoft+CLD211.5x+1T2017,计算机,22,671,749,796
742,Microsoft SharePoint 2016: Workload Optimization,course-v1:Microsoft+CLD211.3x+1T2017,计算机,22,671,749,796
743,Microsoft SharePoint Online Administration for the IT Professional,course-v1:Microsoft+CLD216x+1T2017,计算机,22,0,0,0
744,Minecraft Coding and Teaching,course-v1:UCSanDiegoX+LTM1x+3T2016,计算机,22,0,0,0
745,Mobile Application Experiences,course-v1:MITx+21W.789x_4+1T2017,计算机,22,775,0,0
746,Mobile Computing with App Inventor: CS Principles Part II,course-v1:TrinityX+T008x+1T2017,计算机,22,376,1053,830
747,Models in Architecture – design through physical & digital models,course-v1:DelftX+Spatial101x+2T2017,建筑,10,1053,166,457
748,Modern Japanese Architecture: From Meiji Restoration to Today,course-v1:TokyoTechX+ARCH101x+3T2016,建筑,10,0,0,0
749,Modern Literature of Alexandria,course-v1:BAx+BAx4+2T2017,文学,14,0,0,0
750,Molecular Biology - Part 1: DNA Replication and Repair,course-v1:MITx+7.28.1x+1T2017,生命科学,17,546,1837,0
751,Molecular Biology – Part 2: Transcription and Transposition,course-v1:MITx+7.28.2x+2T2017,生命科学,17,546,750,0
752,Molecular Biology – Part 3: RNA Processing and Translation,course-v1:MITx+7.28.3x+2T2017,生命科学,17,546,1837,0
753,Monetize Android Apps with Business Models,course-v1:GalileoX+CAAD004X+2T2017,计算机,22,175,764,172
754,MOOC 辅导员课程,course-v1:xgncepu+xg001+2016_T2,教育,12,0,0,0
755,MOOCs制作与运营,course-v1:365dx+159+2016_T1,教育,12,754,0,0
756,mooc测试,course-v1:USTC+ustcyy001+2016-2017-1,教育,12,760,0,0
757,MOOC建设指南,course-v1:xjtu+CS1001+2015_T2,教育,12,0,0,0
758,MOOC课程创建-测试,TestVpc/xuetang_test_01/2015_T2,教育,12,0,0,0
759,MOOC联盟教师培训班测试课-3,course-v1:TsinghuaX+training-3+2016_T1,教育,12,754,0,0
760,MOOC学习,course-v1:DING_Youzhuan+MC001+2013_T1,教育,12,0,0,0
761,MOOC制作与运营,USTC/MOOC001/2014_T2,教育,12,755,0,0
762,Music For Wellness,course-v1:BerkleeX+OMTHR-001x+1T2017,医学·健康,4,0,0,0
763,Music Production and Vocal Recording Technology,course-v1:BerkleeX+BMPR365x+1T2017,医学·健康,4,0,0,0
764,Nature in Code: Biology in JavaScript,course-v1:EPFLx+NiC1.0x+3T2016,计算机,22,0,0,0
765,Network Security,course-v1:RITx+CYBER504x+3T2017,计算机,22,430,429,431
766,New Trends in Trade Agreements in Latin America & the Caribbean,course-v1:IDBx+IDB5.1x+3T2016,经管·会计,20,0,0,0
767,Nonlinear Differential Equations: Order and Chaos,course-v1:BUx+Math226.3x+3T2017,数学,13,411,411,426
768,Nuclear Reactor Physics Basics,course-v1:MEPhIx+MEPHI005x+1T2017,物理,15,0,0,0
769,Nuevas Tendencias en los Tratados Comerciales en América Latina,course-v1:IDBx+IDB5x+1T2017,经管·会计,20,0,0,0
770,Nutrition and Health Part 1: Macronutrients and Overnutrition,course-v1:WageningenX+NUTR101x+2T2016,医学·健康,4,0,0,0
771,Nutrition and Health Part 3: Food Safety,course-v1:WageningenX+NUTR103+3T2016,医学·健康,4,770,0,0
772,Nutrition and Health: Food Risks,course-v1:WageningenX+NUTR103+2T2017,医学·健康,4,771,0,0
773,Nutrition and Health: Macronutrients and Overnutrition,course-v1:WageningenX+NUTR101x+2T2017,医学·健康,4,772,0,0
774,Nutrition and Health: Micronutrients and Malnutrition,course-v1:WageningenX+NUTR102x+2T2017,医学·健康,4,54,38,383
775,Object Oriented Programming in Java,course-v1:Microsoft+DEV277x+2T2017,计算机,22,826,437,817
776,Object-Oriented Programming,course-v1:IITBombayX+CS101.2x+1T2017,计算机,22,0,0,0
777,Observation Theory: Estimating the Unknown,course-v1:DelftX+OT.1x+2T2017,数学,13,829,0,0
778,OER: TESS-India,course-v1:OECx+TESS101x+3T2016,教育,12,0,0,0
779,Office办公软件应用(自主模式),course-v1:HEBUT+20170617001+sp,计算机,22,0,0,0
780,Omnichannel Strategy and Management,course-v1:DartmouthX+ROmniX+2T2017,经管·会计,20,0,0,0
781,On Ramp to AP* Biology,course-v1:WestonHS+BIO101x+2T2017,生命科学,17,0,0,0
782,Onboarding Messaging to Office 365,course-v1:Microsoft+CLD223x+1T2017,计算机,22,0,0,0
783,Online Marketing Strategies,course-v1:CurtinX+MKT5x+2T2018,经管·会计,20,671,817,130
784,On-Ramp to AP* Physics C: Mechanics,course-v1:WestonHS+MechC101x+2T2017,物理,15,0,0,0
785,On-Ramp to AP? French Language and Culture,course-v1:WestonHS+PFLC1x+2T2017,外语,7,0,0,0
786,Open Government,course-v1:DelftX+OG101x+2T2017,社科·法律,19,671,0,0
787,Operations Management,course-v1:IIMBx+OM101.1x+1T2017,电子,18,0,0,0
788,Optical Materials and Devices,course-v1:MITx+3.15.2x+2T2017,经管·会计,20,724,66,681
789,Optimization Methods for Business Analytics,course-v1:MITx+15.053x+3T2016,计算机,22,0,0,0
790,Optimizing Performance for SQL Based Applications,course-v1:Microsoft+DAT215.5x+3T2017,计算机,22,749,1053,796
791,Orchestrating Big Data with Azure Data Factory,course-v1:Microsoft+DAT223.3x+1T2017,计算机,22,0,0,0
792,Organizational Design: Creating Competitive Advantage,course-v1:IIMBx+OB102x+1T2017,经管·会计,20,671,0,0
793,Organizing Evangelism and Achieving User Adoption,course-v1:Microsoft+CLD226x+2T2017,经管·会计,20,0,0,0
794,Origins of the Human Mind,course-v1:KyotoUx+007x+3T2016,哲学,6,0,0,0
795,Oscar Wilde écrivain et penseur du langage,course-v1:SorbonneX+LL001x+2016_T3,文学,14,22,21,632
796,Overview of Creating an edX Course,course-v1:edX+edX101+3T2016,教育,12,2583,0,0
797,P2P个人借款赎楼(链家成交),course-v1:zhongrongxin+fk008+2016_7,经管·会计,20,0,0,0
798,P2P个人借款用于赎楼(成交-非链家),course-v1:zhongrongxin+fk009+2016_7,经管·会计,20,797,0,0
799,P2P尾款垫资(过户后-链家),course-v1:zhongrongxin+fk006+2016_7,经管·会计,20,0,0,0
800,P2P业务风险管理,course-v1:zhongrongxin+fx006+2016_7,经管·会计,20,0,0,0
801,Paradigms of Computer Programming – Abstraction and Concurrency,course-v1:LouvainX+Louv1.2x+3T2017,计算机,22,1019,1027,406
802,Paradigms of Computer Programming – Fundamentals,course-v1:LouvainX+Louv1.1x+3T2017,计算机,22,801,0,0
803,Parcerias Público Privadas para o Desenvolvimento: Implementando Solu??es no Brasil,course-v1:IDBx+IDB8.1x+2T2017,社科·法律,19,0,0,0
804,Pensamiento del Papa Francisco,course-v1:JaverianaX+Papasoc.1602x.07+2T2017,社科·法律,19,0,0,0
805,Pensiones en América Latina y el Caribe,course-v1:IDBx+IDB2x_2+1T2017,经管·会计,20,0,0,0
806,People Management,course-v1:IIMBx+HR101x+3T2017,经管·会计,20,0,0,0
807,People Management for Entrepreneurs,course-v1:IIMBx+HR102x+2T2017,经管·会计,20,806,0,0
808,Personal Finance,course-v1:PurdueX+PN-17.2+1T2017,经管·会计,20,829,0,0
809,Personal Finance Part 1: Investing in Yourself,course-v1:WellesleyX+PFinan101x+3T2016,经管·会计,20,808,0,0
810,PH556X: Practical Improvement Science in Health Care: A Roadmap for Getting Results,course-v1:HarvardX+PH556+1T2017,医学·健康,4,2583,0,0
811,Philosophy and Critical Thinking,course-v1:UQx+META101x+1T2017,哲学,6,0,0,0
812,Pintura europea: Leonardo Rembrandt Goya,course-v1:UC3Mx+CEH.1-ESx+3T2017,医学·健康,4,0,0,0
813,Planning and Preparing SharePoint Hybrid,course-v1:Microsoft+CLD212.1x+1T2017,计算机,22,697,698,738
814,Plasma Physics: Applications,course-v1:EPFLx+PlasmaApplicationX+3T2016,物理,15,0,0,0
815,Plasma Physics: Introduction,course-v1:EPFLx+PlasmaIntroductionX+3T2016,物理,15,0,0,0
816,Platform Strategy for Business,course-v1:BUx+QD505x+2T2017,经管·会计,20,548,128,283
817,Plato Socrates and the Birth of Western Philosophy,course-v1:TsinghuaX+00690342X+1T2017,哲学,6,0,0,0
818,Policy Analysis Using Interrupted Time Series,course-v1:UBCx+ITSx+1T2017,计算机,22,457,1053,408
819,Políticas efectivas de desarrollo infantil,course-v1:IDBx+IDB12x+1T2017,社科·法律,19,0,0,0
820,Portfolio Management & Governance,course-v1:UWashingtonX+PM-IT-002x+1T2017,经管·会计,20,0,0,0
821,ppt高手培训中心课程,course-v1:qpzd+pptgspxzxkc+2016_T2,计算机,22,0,0,0
822,Practical Learning Analytics,course-v1:MichiganX+PLAx+3T2016,教育,12,0,0,0
823,Pragmatic Randomized Controlled Trials in Health Care,course-v1:KIx+KIPractihx+3T2016,医学·健康,4,941,941,898
824,Precalculus,course-v1:ASUx+MAT170x+2T2017,数学,13,336,1054,231
825,PredictionX: Diviner’s Guide,course-v1:HarvardX+SOC1.practx+1T2017,计算机,22,0,0,0
826,PredictionX: John Snow and the Cholera Epidemic of 1854,course-v1:HarvardX+SOC1.jsx+2016,计算机,22,825,0,0
827,Preparing for the AP Physics 1 Exam,course-v1:BUx+PY1x+3T2016,物理,15,0,0,0
828,Preparing for the AP* Physics C: Electricity and Magnetism Exam,course-v1:GeorgetownX+PHYX152x+1T2017_3,物理,15,827,0,0
829,Pre-University Calculus,course-v1:DelftX+Calc001x+1T2017,数学,13,437,971,662
830,Pricing Options with Mathematical Models,course-v1:CaltechX+BEM1105x+2T2017,数学,13,550,817,52
831,Principios ecológicos para la comprensión de la sostenibilidad ambiental,course-v1:JaverianaX+Eco.1602x.01+3T2016,环境·地球,16,0,0,0
832,Principles of Biochemistry,course-v1:HarvardX+MCB63X+2T2017,生命科学,17,0,0,0
833,Principles of Economics with Calculus,course-v1:CaltechX+Ec1011x+1T2017,经管·会计,20,0,0,0
834,Principles of Electric Circuits 电路原理,course-v1:TsinghuaX+20220214x+1T2017,电子,18,0,0,0
835,Principles of Machine Learning,course-v1:Microsoft+DAT203.2x+2T2017,计算机,22,0,0,0
836,Principles of Synthetic Biology,course-v1:MITx+20.305x_2+1T2017,生命科学,17,0,0,0
837,Probability: Basic Concepts & Discrete Random Variables,course-v1:PurdueX+416.1x+1T2017,数学,13,0,0,0
838,Probability: Distribution Models & Continuous Random Variables,course-v1:PurdueX+416.2x+1T2017,数学,13,837,837,0
839,Problem Solving and Critical Thinking Skills,course-v1:FullbridgeX+Career3x+3T2016,教育,12,0,0,0
840,Processing Big Data with Azure Data Lake Analytics,course-v1:Microsoft+DAT223.1x+2T2017,计算机,22,0,0,0
841,Processing Big Data with Hadoop in Azure HDInsight,course-v1:Microsoft+DAT202.1x+1T2017,计算机,22,879,0,0
842,Processing Real-Time Data Streams in Azure,course-v1:Microsoft+DAT223.2x+1T2017,计算机,22,0,0,0
843,Product Design: The Delft Design Approach,course-v1:DelftX+DDA691x+1T2017,艺术·设计,21,844,844,879
844,Product Management with Lean Agile and System Design Thinking,course-v1:BUx+QD503x+2T2017,经管·会计,20,1061,778,891
845,Professional Android App Development,course-v1:GalileoX+CAAD003X+2T2017,计算机,22,175,764,172
846,Programación y políticas financieras Parte 1: Cuentas macroeconómicas y análisis,course-v1:IMF+Sp_FPP.1x+1T2017,经管·会计,20,439,375,203
847,Programmation Concurrente (avec Java),course-v1:UPMCx+PrgConc1x+1T2017,计算机,22,0,0,0
848,Programmation iOS (partie I),course-v1:UPMCx+ProgIOS1x+1T2017,计算机,22,493,521,872
849,Programmation iOS (partie II),course-v1:UPMCx+ProgIOS2x+2T2017,计算机,22,872,200,848
850,Programmeren voor leerkrachten met Scratch,course-v1:DelftX+ScratchTX+3T2017,计算机,22,0,0,0
851,Programming Basics,course-v1:IITBombayX+CS101.1x+1T2017,计算机,22,0,0,0
852,Programming for Data Science,course-v1:AdelaideX+ProgramX+2T2017,计算机,22,851,0,0
853,Programming for Everyone: Introduction to Programming,course-v1:ASUx+CSE110x+2177C,计算机,22,852,0,0
854,Programming for the Web with JavaScript,course-v1:PennX+SD4x+2T2017,计算机,22,851,0,0
855,Programming with C#,course-v1:Microsoft+DEV204x+1T2017,计算机,22,656,0,0
856,Programming with Python for Data Science,course-v1:Microsoft+DAT210x+1T2017,计算机,22,852,853,0
857,Programming with R for Data Science,course-v1:Microsoft+DAT209x+1T2017,计算机,22,602,599,853
858,Project Finance and Public Private Partnerships Fundamentals,course-v1:NYIF+PFPPP1.PC1x+1T2017,经管·会计,20,0,0,0
859,Project Finance and the Public Private Partnership Examination,course-v1:NYIF+PFPPP1.PC7x+1T2017,经管·会计,20,275,904,322
860,Project Finance: Funding Projects Successfully,course-v1:DelftX+MEP301x+2T2017,经管·会计,20,0,0,0
861,Project Management Lifecycle,course-v1:RITx+PM9001x+1T2018,经管·会计,20,408,195,292
862,Project Management MicroMasters Capstone Exam,course-v1:RITx+PM9004x+1T2018,经管·会计,20,863,865,873
863,Project Management of Engineering Projects: Preparing for Success,course-v1:DelftX+MEP101x+3T2017,经管·会计,20,0,0,0
864,Project Management Techniques for Development Professionals,course-v1:IDBx+IDB6.1x+2T2017,经管·会计,20,0,0,0
865,Project Management: Mastering Project Complexity,course-v1:DelftX+MEP201x+2T2017,经管·会计,20,859,881,881
866,Pronósticos de ventas: una herramienta comercial,course-v1:JaverianaX+PUJ.I.1601x.1+2T2017,经管·会计,20,0,0,0
867,Proteins: Alignment Analysis and Structure,course-v1:USMx+BIF002x+2T2017,生命科学,17,54,38,383
868,Proteins: Biology's Workforce,course-v1:RiceX+BIOC300.1x+1T2017,生命科学,17,724,66,1015
869,Provisioning Databases in Azure and SQL Server,course-v1:Microsoft+DAT219x+1T2017,计算机,22,0,0,0
870,Provisioning Office 365 Services,course-v1:Microsoft+CLD220x+1T2017,计算机,22,0,0,0
871,Proyecto Final e-Learning,course-v1:GalileoX+CET004X+2T2017,教育,12,97,1014,316
872,Psychologie de la négociation,course-v1:LouvainX+Louv7x+1T2017,哲学,6,0,0,0
873,Public Library Management: Identifying Community Needs,course-v1:MichiganX+PUBLIB601x+1T2017,经管·会计,20,0,0,0
874,Public Library Management: Managing a Diverse and Inclusive Workplace,course-v1:MichiganX+PUBLIB602x+2T2017,经管·会计,20,0,0,0
875,Python for Data Science,course-v1:UCSanDiegoX+DSE200x+2T2017,计算机,22,1053,166,408
876,Quantitative Biology Workshop,course-v1:MITx+7.QBWx_4+3T2016,生命科学,17,546,1837,0
877,Quantum Information Science II,course-v1:MITx+8.371x+3T2016,物理,15,1053,166,457
878,Quantum Mechanics for Everyone,course-v1:GeorgetownX+PHYX-008-01x+1T2017,物理,15,582,0,0
879,Querying with Transact-SQL,course-v1:Microsoft+DAT201x+2T2017,计算机,22,0,0,0
880,Question Everything: Scientific Thinking in Real Life,course-v1:UQx+QUERY101x+1T2017,教育,12,0,0,0
881,Question Reality! Science philosophy and the search for meaning,course-v1:DartmouthX+DART.ICE.01X+1T2017,哲学,6,0,0,0
882,Railway Engineering: An Integral Approach,course-v1:DelftX+RAIL101x+2T2017,工程,9,0,0,0
883,Reacciones Químicas y Cálculos Estequiométricos,course-v1:UPValenciaX+IQ101.4x+2T2017,化学,3,330,407,333
884,Reach Out and RELATE: Communicating and Understanding Scientific Research,course-v1:MichiganX+teachout.3x+2T2017,教育,12,0,0,0
885,Readings in Global Health,course-v1:HarvardX+PH231x+1T2017,医学·健康,4,0,0,0
886,Realidad Macroeconómica Latinoamericana,course-v1:IDBx+IDB9x+2T2016,经管·会计,20,0,0,0
887,Real-Time Bluetooth Networks - Shape the World,course-v1:UTAustinX+UT.RTBN.12.01x+3T2017,电子,18,172,171,482
888,Reconciliation Through Indigenous Education,course-v1:UBCx+IndEdu200x+3T2017,教育,12,0,0,0
889,Redes de difracción en comunicaciones ópticas,course-v1:UPValenciaX+RDO301x+1T2017,社科·法律,19,0,0,0
890,Reinvent Yourself: Unleash Your Creativity,course-v1:UTHealthSPHx+IMAGINE99x+2T2017,教育,12,0,0,0
891,Relics in Chinese History - Part 1: Agriculture and Manufacturing,course-v1:TsinghuaX+00690242.1x+1T2017,历史,5,0,0,0
892,Relics of Chinese History - Part 2: Astronomy and Medicine,course-v1:TsinghuaX+00690242.2x+1T2017,历史,5,891,0,0
893,Relics of Chinese History - Part 3: Writing System Rites and Music,course-v1:TsinghuaX+00690242.3x+1T2017,历史,5,892,0,0
894,Reputation Management in a Digital World,course-v1:CurtinX+MKT2x+2T2017,社科·法律,19,671,749,1053
895,Research Methods: An Engineering Approach,course-v1:WitsX+ELEN7070x+2T2017,工程,9,457,910,983
896,Ressources naturelles et développement durable,course-v1:LouvainX+Louv4x+1T2017,环境·地球,16,457,1053,166
897,Results-Based Project Management: Monitoring and Evaluation,course-v1:WitsX+RBME101x+1T2017,经管·会计,20,0,0,0
898,Resume Networking and Interview Skills,course-v1:FullbridgeX+Career5x+3T2016,教育,12,0,0,0
899,Retail Fundamentals,course-v1:DartmouthX+RFundX+1T2017,经管·会计,20,0,0,0
900,Rethink the City: New approaches to Global and Local Urban Challenges,course-v1:DelftX+RCUC101x+1T2017,经管·会计,20,2327,2324,2222
901,Rise-up: Climate Change Education,course-v1:IDBx+IDB20.1x+1T2017,环境·地球,16,0,0,0
902,Risk Management for Projects,course-v1:AdelaideX+RiskX+2T2017,经管·会计,20,0,0,0
903,Risk Management Tools and Practices,course-v1:NYIF+RMPC1.3x+1T2017,经管·会计,20,0,0,0
904,Risks in Project Finance: Case Studies and Analysis,course-v1:NYIF+PFPPP1.PC6x+1T2017,经管·会计,20,0,0,0
905,Robotics,course-v1:ColumbiaX+CSMM.103x+1T2017,计算机,22,0,0,0
906,Robotics: Dynamics and Control,course-v1:PennX+ROBO3x+2T2017,计算机,22,905,0,0
907,Robotics: Fundamentals,course-v1:PennX+ROBO1x+1T2017,计算机,22,905,0,0
908,Robotics: Locomotion Engineering,course-v1:PennX+ROBO4x+3T2017,计算机,22,905,0,0
909,Robotics: Vision Intelligence and Machine Learning,course-v1:PennX+ROBO2x+2T2017,计算机,22,549,905,0
910,Saving Schools: Reforming the U.S. Education System,course-v1:HarvardX+1368x+2T2017,教育,12,0,0,0
